STATE CODE,DISTRICT CODE,INDIA/STATE/UT/DISTRICT,TRU,pop_per,pop_male,pop_female
17,2,East Garo Hills,Total,"317,618","161,372","156,246"
17,2,East Garo Hills,Rural,"273,378","138,776","134,602"
17,2,East Garo Hills,Urban,"44,240","22,596","21,644"
17,3,South Garo Hills,Total,"142,574","73,322","69,252"
17,3,South Garo Hills,Rural,"129,530","66,714","62,816"
17,3,South Garo Hills,Urban,"13,044","6,608","6,436"
17,4,West Khasi Hills,Total,"385,601","194,628","190,973"
17,4,West Khasi Hills,Rural,"342,613","173,378","169,235"
17,4,West Khasi Hills,Urban,"42,988","21,250","21,738"
17,5,Ribhoi,Total,"258,380","132,445","125,935"
17,5,Ribhoi,Rural,"233,226","118,610","114,616"
17,5,Ribhoi,Urban,"25,154","13,835","11,319"
17,6,East Khasi Hills,Total,"824,059","410,360","413,699"
17,6,East Khasi Hills,Rural,"458,010","228,118","229,892"
17,6,East Khasi Hills,Urban,"366,049","182,242","183,807"
17,7,Jaintia Hills,Total,"392,852","195,641","197,211"
17,7,Jaintia Hills,Rural,"364,369","181,865","182,504"
17,7,Jaintia Hills,Urban,"28,483","13,776","14,707"
18,0,ASSAM,Total,"31,169,272","15,954,927","15,214,345"
18,0,ASSAM,Rural,"26,780,516","13,689,739","13,090,777"
18,0,ASSAM,Urban,"4,388,756","2,265,188","2,123,568"
18,1,Kokrajhar,Total,"886,999","452,965","434,034"
18,1,Kokrajhar,Rural,"832,249","424,621","407,628"
18,1,Kokrajhar,Urban,"54,750","28,344","26,406"
18,2,Dhubri,Total,"1,948,632","998,346","950,286"
18,2,Dhubri,Rural,"1,746,715","895,246","851,469"
18,2,Dhubri,Urban,"201,917","103,100","98,817"
18,3,Goalpara,Total,"1,008,959","514,162","494,797"
18,3,Goalpara,Rural,"871,132","444,188","426,944"
18,3,Goalpara,Urban,"137,827","69,974","67,853"
18,4,Barpeta,Total,"1,693,190","867,891","825,299"
18,4,Barpeta,Rural,"1,545,901","792,695","753,206"
18,4,Barpeta,Urban,"147,289","75,196","72,093"
18,5,Morigaon,Total,"957,853","485,328","472,525"
18,5,Morigaon,Rural,"884,557","447,782","436,775"
18,5,Morigaon,Urban,"73,296","37,546","35,750"
18,6,Nagaon,Total,"2,826,006","1,440,307","1,385,699"
18,6,Nagaon,Rural,"2,457,906","1,252,756","1,205,150"
18,6,Nagaon,Urban,"368,100","187,551","180,549"
18,7,Sonitpur,Total,"1,925,975","989,919","936,056"
18,7,Sonitpur,Rural,"1,754,835","901,017","853,818"
18,7,Sonitpur,Urban,"171,140","88,902","82,238"
18,8,Lakhimpur,Total,"1,040,644","529,484","511,160"
18,8,Lakhimpur,Rural,"949,348","482,364","466,984"
18,8,Lakhimpur,Urban,"91,296","47,120","44,176"
18,9,Dhemaji,Total,"688,077","353,043","335,034"
18,9,Dhemaji,Rural,"639,605","327,877","311,728"
18,9,Dhemaji,Urban,"48,472","25,166","23,306"
18,10,Tinsukia,Total,"1,316,948","675,986","640,962"
18,10,Tinsukia,Rural,"1,053,956","538,210","515,746"
18,10,Tinsukia,Urban,"262,992","137,776","125,216"
18,11,Dibrugarh,Total,"1,327,748","680,114","647,634"
18,11,Dibrugarh,Rural,"1,083,984","553,442","530,542"
18,11,Dibrugarh,Urban,"243,764","126,672","117,092"
18,12,Sivasagar,Total,"1,150,253","589,454","560,799"
18,12,Sivasagar,Rural,"1,040,376","531,541","508,835"
18,12,Sivasagar,Urban,"109,877","57,913","51,964"
18,13,Jorhat,Total,"1,091,295","557,944","533,351"
18,13,Jorhat,Rural,"871,730","444,389","427,341"
18,13,Jorhat,Urban,"219,565","113,555","106,010"
18,14,Golaghat,Total,"1,058,674","539,949","518,725"
18,14,Golaghat,Rural,"960,892","489,777","471,115"
18,14,Golaghat,Urban,"97,782","50,172","47,610"
18,15,Karbi Anglong,Total,"965,280","493,482","471,798"
18,15,Karbi Anglong,Rural,"851,158","433,903","417,255"
18,15,Karbi Anglong,Urban,"114,122","59,579","54,543"
18,16,Dima Hasao,Total,"213,529","110,566","102,963"
18,16,Dima Hasao,Rural,"152,302","77,992","74,310"
18,16,Dima Hasao,Urban,"61,227","32,574","28,653"
18,17,Cachar,Total,"1,736,319","886,616","849,703"
18,17,Cachar,Rural,"1,420,309","727,130","693,179"
18,17,Cachar,Urban,"316,010","159,486","156,524"
18,18,Karimganj,Total,"1,217,002","620,722","596,280"
18,18,Karimganj,Rural,"1,106,745","564,978","541,767"
18,18,Karimganj,Urban,"110,257","55,744","54,513"
18,19,Hailakandi,Total,"659,260","338,766","320,494"
18,19,Hailakandi,Rural,"611,087","314,577","296,510"
18,19,Hailakandi,Urban,"48,173","24,189","23,984"
18,20,Bongaigaon,Total,"732,639","373,590","359,049"
18,20,Bongaigaon,Rural,"631,813","321,206","310,607"
18,20,Bongaigaon,Urban,"100,826","52,384","48,442"
18,21,Chirang,Total,"481,818","244,675","237,143"
18,21,Chirang,Rural,"446,290","226,394","219,896"
18,21,Chirang,Urban,"35,528","18,281","17,247"
18,22,Kamrup,Total,"1,517,202","779,608","737,594"
18,22,Kamrup,Rural,"1,375,188","707,337","667,851"
18,22,Kamrup,Urban,"142,014","72,271","69,743"
18,23,Kamrup Metropolitan,Total,"1,260,419","655,630","604,789"
18,23,Kamrup Metropolitan,Rural,"215,587","110,430","105,157"
18,23,Kamrup Metropolitan,Urban,"1,044,832","545,200","499,632"
18,24,Nalbari,Total,"769,919","395,804","374,115"
18,24,Nalbari,Rural,"687,368","353,395","333,973"
18,24,Nalbari,Urban,"82,551","42,409","40,142"
18,25,Baksa,Total,"953,773","484,825","468,948"
18,25,Baksa,Rural,"941,600","478,577","463,023"
18,25,Baksa,Urban,"12,173","6,248","5,925"
18,26,Darrang,Total,"908,090","472,134","435,956"
18,26,Darrang,Rural,"852,692","443,448","409,244"
18,26,Darrang,Urban,"55,398","28,686","26,712"
18,27,Udalguri,Total,"832,769","423,617","409,152"
18,27,Udalguri,Rural,"795,191","404,467","390,724"
18,27,Udalguri,Urban,"37,578","19,150","18,428"
19,0,WEST BENGAL,Total,"91,347,736","46,927,389","44,420,347"
19,0,WEST BENGAL,Rural,"62,213,676","31,904,144","30,309,532"
19,0,WEST BENGAL,Urban,"29,134,060","15,023,245","14,110,815"
19,1,Darjiling ,Total,"1,842,034","934,796","907,238"
19,1,Darjiling ,Rural,"1,123,859","570,997","552,862"
19,1,Darjiling ,Urban,"718,175","363,799","354,376"
19,2,Jalpaiguri ,Total,"3,869,675","1,980,068","1,889,607"
19,2,Jalpaiguri ,Rural,"2,825,001","1,445,791","1,379,210"
19,2,Jalpaiguri ,Urban,"1,044,674","534,277","510,397"
19,3,Koch Bihar ,Total,"2,822,780","1,453,590","1,369,190"
19,3,Koch Bihar ,Rural,"2,533,480","1,306,998","1,226,482"
19,3,Koch Bihar ,Urban,"289,300","146,592","142,708"
19,4,Uttar Dinajpur,Total,"3,000,849","1,550,219","1,450,630"
19,4,Uttar Dinajpur,Rural,"2,638,662","1,361,342","1,277,320"
19,4,Uttar Dinajpur,Urban,"362,187","188,877","173,310"
19,5,Dakshin Dinajpur,Total,"1,670,931","855,104","815,827"
19,5,Dakshin Dinajpur,Rural,"1,434,856","735,688","699,168"
19,5,Dakshin Dinajpur,Urban,"236,075","119,416","116,659"
19,6,Maldah ,Total,"3,997,970","2,061,593","1,936,377"
19,6,Maldah ,Rural,"3,446,056","1,769,978","1,676,078"
19,6,Maldah ,Urban,"551,914","291,615","260,299"
19,7,Murshidabad ,Total,"7,102,430","3,629,595","3,472,835"
19,7,Murshidabad ,Rural,"5,697,224","2,917,456","2,779,768"
19,7,Murshidabad ,Urban,"1,405,206","712,139","693,067"
19,8,Birbhum,Total,"3,502,387","1,791,017","1,711,370"
19,8,Birbhum,Rural,"3,054,019","1,562,479","1,491,540"
19,8,Birbhum,Urban,"448,368","228,538","219,830"
19,9,Barddhaman ,Total,"7,723,663","3,975,356","3,748,307"
19,9,Barddhaman ,Rural,"4,644,079","2,378,398","2,265,681"
19,9,Barddhaman ,Urban,"3,079,584","1,596,958","1,482,626"
19,10,Nadia ,Total,"5,168,488","2,655,056","2,513,432"
19,10,Nadia ,Rural,"3,730,897","1,922,578","1,808,319"
19,10,Nadia ,Urban,"1,437,591","732,478","705,113"
19,11,North Twenty Four Parganas,Total,"10,082,852","5,172,138","4,910,714"
19,11,North Twenty Four Parganas,Rural,"4,275,724","2,199,110","2,076,614"
19,11,North Twenty Four Parganas,Urban,"5,807,128","2,973,028","2,834,100"
19,12,Hugli ,Total,"5,520,389","2,819,100","2,701,289"
19,12,Hugli ,Rural,"3,388,395","1,723,414","1,664,981"
19,12,Hugli ,Urban,"2,131,994","1,095,686","1,036,308"
19,13,Bankura ,Total,"3,596,292","1,840,504","1,755,788"
19,13,Bankura ,Rural,"3,295,613","1,686,978","1,608,635"
19,13,Bankura ,Urban,"300,679","153,526","147,153"
19,14,Puruliya,Total,"2,927,965","1,497,656","1,430,309"
19,14,Puruliya,Rural,"2,554,584","1,304,820","1,249,764"
19,14,Puruliya,Urban,"373,381","192,836","180,545"
19,15,Haora ,Total,"4,841,638","2,502,453","2,339,185"
19,15,Haora ,Rural,"1,776,970","911,800","865,170"
19,15,Haora ,Urban,"3,064,668","1,590,653","1,474,015"
19,16,Kolkata,Total,"4,486,679","2,362,662","2,124,017"
19,16,Kolkata,Rural,0,0,0
19,16,Kolkata,Urban,"4,486,679","2,362,662","2,124,017"
19,17,South  Twenty Four Parganas,Total,"8,153,176","4,182,758","3,970,418"
19,17,South  Twenty Four Parganas,Rural,"6,065,179","3,113,964","2,951,215"
19,17,South  Twenty Four Parganas,Urban,"2,087,997","1,068,794","1,019,203"
19,18,Paschim Medinipur,Total,"5,943,300","3,032,630","2,910,670"
19,18,Paschim Medinipur,Rural,"5,228,308","2,669,136","2,559,172"
19,18,Paschim Medinipur,Urban,"714,992","363,494","351,498"
19,19,Purba Medinipur ,Total,"5,094,238","2,631,094","2,463,144"
19,19,Purba Medinipur ,Rural,"4,500,770","2,323,217","2,177,553"
19,19,Purba Medinipur ,Urban,"593,468","307,877","285,591"
20,0,JHARKHAND,Total,"32,966,238","16,931,688","16,034,550"
20,0,JHARKHAND,Rural,"25,036,946","12,775,468","12,261,478"
20,0,JHARKHAND,Urban,"7,929,292","4,156,220","3,773,072"
20,1,Garhwa,Total,"1,322,387","683,984","638,403"
20,1,Garhwa,Rural,"1,252,709","647,317","605,392"
20,1,Garhwa,Urban,"69,678","36,667","33,011"
20,2,Chatra,Total,"1,042,304","534,209","508,095"
20,2,Chatra,Rural,"979,406","500,542","478,864"
20,2,Chatra,Urban,"62,898","33,667","29,231"
20,3,Kodarma,Total,"717,169","367,952","349,217"
20,3,Kodarma,Rural,"575,783","294,191","281,592"
20,3,Kodarma,Urban,"141,386","73,761","67,625"
20,4,Giridih,Total,"2,445,203","1,258,607","1,186,596"
20,4,Giridih,Rural,"2,237,300","1,150,160","1,087,140"
20,4,Giridih,Urban,"207,903","108,447","99,456"
20,5,Deoghar,Total,"1,491,879","776,741","715,138"
20,5,Deoghar,Rural,"1,233,652","639,693","593,959"
20,5,Deoghar,Urban,"258,227","137,048","121,179"
20,6,Godda,Total,"1,311,382","678,504","632,878"
20,6,Godda,Rural,"1,246,998","644,464","602,534"
20,6,Godda,Urban,"64,384","34,040","30,344"
20,7,Sahibganj,Total,"1,150,038","590,390","559,648"
20,7,Sahibganj,Rural,"990,592","506,759","483,833"
20,7,Sahibganj,Urban,"159,446","83,631","75,815"
20,8,Pakur,Total,"899,200","453,101","446,099"
20,8,Pakur,Rural,"831,718","418,557","413,161"
20,8,Pakur,Urban,"67,482","34,544","32,938"
20,9,Dhanbad,Total,"2,682,662","1,405,847","1,276,815"
20,9,Dhanbad,Rural,"1,123,246","581,061","542,185"
20,9,Dhanbad,Urban,"1,559,416","824,786","734,630"
20,10,Bokaro,Total,"2,061,918","1,076,270","985,648"
20,10,Bokaro,Rural,"1,078,585","556,626","521,959"
20,10,Bokaro,Urban,"983,333","519,644","463,689"
20,11,Lohardaga,Total,"461,738","232,575","229,163"
20,11,Lohardaga,Rural,"404,341","203,260","201,081"
20,11,Lohardaga,Urban,"57,397","29,315","28,082"
20,12,Purbi Singhbhum,Total,"2,291,032","1,175,696","1,115,336"
20,12,Purbi Singhbhum,Rural,"1,018,352","514,128","504,224"
20,12,Purbi Singhbhum,Urban,"1,272,680","661,568","611,112"
20,13,Palamu,Total,"1,936,319","1,003,876","932,443"
20,13,Palamu,Rural,"1,710,626","885,444","825,182"
20,13,Palamu,Urban,"225,693","118,432","107,261"
20,14,Latehar,Total,"725,673","369,534","356,139"
20,14,Latehar,Rural,"674,503","342,804","331,699"
20,14,Latehar,Urban,"51,170","26,730","24,440"
20,15,Hazaribagh,Total,"1,734,005","891,179","842,826"
20,15,Hazaribagh,Rural,"1,458,681","747,069","711,612"
20,15,Hazaribagh,Urban,"275,324","144,110","131,214"
20,16,Ramgarh,Total,"949,159","494,037","455,122"
20,16,Ramgarh,Rural,"530,284","271,961","258,323"
20,16,Ramgarh,Urban,"418,875","222,076","196,799"
20,17,Dumka,Total,"1,321,096","669,240","651,856"
20,17,Dumka,Rural,"1,230,976","621,661","609,315"
20,17,Dumka,Urban,"90,120","47,579","42,541"
20,18,Jamtara,Total,"790,207","403,450","386,757"
20,18,Jamtara,Rural,"714,192","363,597","350,595"
20,18,Jamtara,Urban,"76,015","39,853","36,162"
20,19,Ranchi,Total,"2,912,022","1,493,376","1,418,646"
20,19,Ranchi,Rural,"1,654,682","838,721","815,961"
20,19,Ranchi,Urban,"1,257,340","654,655","602,685"
20,20,Khunti,Total,"530,299","265,939","264,360"
20,20,Khunti,Rural,"485,195","243,010","242,185"
20,20,Khunti,Urban,"45,104","22,929","22,175"
20,21,Gumla,Total,"1,025,656","514,730","510,926"
20,21,Gumla,Rural,"959,676","481,006","478,670"
20,21,Gumla,Urban,"65,980","33,724","32,256"
20,22,Simdega,Total,"599,813","299,905","299,908"
20,22,Simdega,Rural,"556,880","278,048","278,832"
20,22,Simdega,Urban,"42,933","21,857","21,076"
20,23,Pashchimi Singhbhum,Total,"1,501,619","749,314","752,305"
20,23,Pashchimi Singhbhum,Rural,"1,283,442","637,398","646,044"
20,23,Pashchimi Singhbhum,Urban,"218,177","111,916","106,261"
20,24,Saraikela-Kharsawan,Total,"1,063,458","543,232","520,226"
20,24,Saraikela-Kharsawan,Rural,"805,127","407,991","397,136"
20,24,Saraikela-Kharsawan,Urban,"258,331","135,241","123,090"
21,0,ORISSA,Total,"41,947,358","21,201,678","20,745,680"
21,0,ORISSA,Rural,"34,951,234","17,584,859","17,366,375"
21,0,ORISSA,Urban,"6,996,124","3,616,819","3,379,305"
21,1,Bargarh,Total,"1,478,833","748,332","730,501"
21,1,Bargarh,Rural,"1,329,125","672,004","657,121"
21,1,Bargarh,Urban,"149,708","76,328","73,380"
21,2,Jharsuguda,Total,"579,499","297,014","282,485"
21,2,Jharsuguda,Rural,"348,339","176,271","172,068"
21,2,Jharsuguda,Urban,"231,160","120,743","110,417"
21,3,Sambalpur,Total,"1,044,410","529,424","514,986"
21,3,Sambalpur,Rural,"733,021","369,238","363,783"
21,3,Sambalpur,Urban,"311,389","160,186","151,203"
21,4,Debagarh,Total,"312,164","158,017","154,147"
21,4,Debagarh,Rural,"289,814","146,453","143,361"
21,4,Debagarh,Urban,"22,350","11,564","10,786"
21,5,Sundargarh,Total,"2,080,664","1,055,723","1,024,941"
21,5,Sundargarh,Rural,"1,342,031","669,548","672,483"
21,5,Sundargarh,Urban,"738,633","386,175","352,458"
21,6,Kendujhar,Total,"1,802,777","907,135","895,642"
21,6,Kendujhar,Rural,"1,549,671","775,397","774,274"
21,6,Kendujhar,Urban,"253,106","131,738","121,368"
21,7,Mayurbhanj,Total,"2,513,895","1,253,633","1,260,262"
21,7,Mayurbhanj,Rural,"2,321,091","1,154,992","1,166,099"
21,7,Mayurbhanj,Urban,"192,804","98,641","94,163"
21,8,Baleshwar,Total,"2,317,419","1,184,371","1,133,048"
21,8,Baleshwar,Rural,"2,064,357","1,055,059","1,009,298"
21,8,Baleshwar,Urban,"253,062","129,312","123,750"
21,9,Bhadrak,Total,"1,506,522","760,591","745,931"
21,9,Bhadrak,Rural,"1,320,766","665,548","655,218"
21,9,Bhadrak,Urban,"185,756","95,043","90,713"
21,10,Kendrapara,Total,"1,439,891","717,695","722,196"
21,10,Kendrapara,Rural,"1,356,351","674,904","681,447"
21,10,Kendrapara,Urban,"83,540","42,791","40,749"
21,11,Jagatsinghapur,Total,"1,136,604","577,699","558,905"
21,11,Jagatsinghapur,Rural,"1,020,710","516,692","504,018"
21,11,Jagatsinghapur,Urban,"115,894","61,007","54,887"
21,12,Cuttack,Total,"2,618,708","1,339,153","1,279,555"
21,12,Cuttack,Rural,"1,886,926","969,975","916,951"
21,12,Cuttack,Urban,"731,782","369,178","362,604"
21,13,Jajapur,Total,"1,826,275","926,058","900,217"
21,13,Jajapur,Rural,"1,691,264","856,672","834,592"
21,13,Jajapur,Urban,"135,011","69,386","65,625"
21,14,Dhenkanal,Total,"1,192,948","612,597","580,351"
21,14,Dhenkanal,Rural,"1,075,714","551,457","524,257"
21,14,Dhenkanal,Urban,"117,234","61,140","56,094"
21,15,Anugul,Total,"1,271,703","654,898","616,805"
21,15,Anugul,Rural,"1,065,309","545,781","519,528"
21,15,Anugul,Urban,"206,394","109,117","97,277"
21,16,Nayagarh,Total,"962,215","502,194","460,021"
21,16,Nayagarh,Rural,"882,489","460,626","421,863"
21,16,Nayagarh,Urban,"79,726","41,568","38,158"
21,17,Khordha,Total,"2,246,341","1,166,949","1,079,392"
21,17,Khordha,Rural,"1,165,620","595,163","570,457"
21,17,Khordha,Urban,"1,080,721","571,786","508,935"
21,18,Puri,Total,"1,697,983","865,209","832,774"
21,18,Puri,Rural,"1,432,537","727,810","704,727"
21,18,Puri,Urban,"265,446","137,399","128,047"
21,19,Ganjam,Total,"3,520,151","1,777,324","1,742,827"
21,19,Ganjam,Rural,"2,753,588","1,381,051","1,372,537"
21,19,Ganjam,Urban,"766,563","396,273","370,290"
21,20,Gajapati,Total,"575,880","282,041","293,839"
21,20,Gajapati,Rural,"505,354","246,883","258,471"
21,20,Gajapati,Urban,"70,526","35,158","35,368"
21,21,Kandhamal,Total,"731,952","359,401","372,551"
21,21,Kandhamal,Rural,"659,788","322,988","336,800"
21,21,Kandhamal,Urban,"72,164","36,413","35,751"
21,22,Baudh,Total,"439,917","220,993","218,924"
21,22,Baudh,Rural,"419,482","210,507","208,975"
21,22,Baudh,Urban,"20,435","10,486","9,949"
21,23,Subarnapur,Total,"652,107","332,897","319,210"
21,23,Subarnapur,Rural,"602,175","307,204","294,971"
21,23,Subarnapur,Urban,"49,932","25,693","24,239"
21,24,Balangir,Total,"1,648,574","831,349","817,225"
21,24,Balangir,Rural,"1,451,413","730,017","721,396"
21,24,Balangir,Urban,"197,161","101,332","95,829"
21,25,Nuapada,Total,"606,490","300,307","306,183"
21,25,Nuapada,Rural,"572,490","283,130","289,360"
21,25,Nuapada,Urban,"34,000","17,177","16,823"
21,26,Kalahandi,Total,"1,573,054","785,179","787,875"
21,26,Kalahandi,Rural,"1,451,130","722,742","728,388"
21,26,Kalahandi,Urban,"121,924","62,437","59,487"
21,27,Rayagada,Total,"961,959","469,672","492,287"
21,27,Rayagada,Rural,"814,203","394,547","419,656"
21,27,Rayagada,Urban,"147,756","75,125","72,631"
21,28,Nabarangapur,Total,"1,218,762","604,046","614,716"
21,28,Nabarangapur,Rural,"1,131,057","559,933","571,124"
21,28,Nabarangapur,Urban,"87,705","44,113","43,592"
21,29,Koraput,Total,"1,376,934","677,864","699,070"
21,29,Koraput,Rural,"1,151,528","563,422","588,106"
21,29,Koraput,Urban,"225,406","114,442","110,964"
21,30,Malkangiri,Total,"612,727","303,913","308,814"
21,30,Malkangiri,Rural,"563,891","278,845","285,046"
21,30,Malkangiri,Urban,"48,836","25,068","23,768"
22,0,CHHATTISGARH,Total,"25,540,196","12,827,915","12,712,281"
22,0,CHHATTISGARH,Rural,"19,603,658","9,792,514","9,811,144"
22,0,CHHATTISGARH,Urban,"5,936,538","3,035,401","2,901,137"
22,1,Koriya,Total,"659,039","334,336","324,703"
22,1,Koriya,Rural,"453,476","228,004","225,472"
22,1,Koriya,Urban,"205,563","106,332","99,231"
22,2,Surguja,Total,"2,361,329","1,195,145","1,166,184"
22,2,Surguja,Rural,"2,116,312","1,068,423","1,047,889"
22,2,Surguja,Urban,"245,017","126,722","118,295"
22,3,Jashpur,Total,"852,043","425,085","426,958"
22,3,Jashpur,Rural,"776,017","386,603","389,414"
22,3,Jashpur,Urban,"76,026","38,482","37,544"
22,4,Raigarh,Total,"1,493,627","749,439","744,188"
22,4,Raigarh,Rural,"1,247,346","623,006","624,340"
22,4,Raigarh,Urban,"246,281","126,433","119,848"
22,5,Korba,Total,"1,206,563","612,158","594,405"
22,5,Korba,Rural,"760,360","380,997","379,363"
22,5,Korba,Urban,"446,203","231,161","215,042"
22,6,Janjgir - Champa,Total,"1,620,632","816,057","804,575"
22,6,Janjgir - Champa,Rural,"1,395,433","701,632","693,801"
22,6,Janjgir - Champa,Urban,"225,199","114,425","110,774"
22,7,Bilaspur,Total,"2,662,077","1,349,928","1,312,149"
22,7,Bilaspur,Rural,"1,983,255","1,001,592","981,663"
22,7,Bilaspur,Urban,"678,822","348,336","330,486"
22,8,Kabeerdham,Total,"822,239","411,637","410,602"
22,8,Kabeerdham,Rural,"734,894","367,586","367,308"
22,8,Kabeerdham,Urban,"87,345","44,051","43,294"
22,9,Rajnandgaon,Total,"1,537,520","762,170","775,350"
22,9,Rajnandgaon,Rural,"1,264,980","625,667","639,313"
22,9,Rajnandgaon,Urban,"272,540","136,503","136,037"
22,10,Durg,Total,"3,343,079","1,681,521","1,661,558"
22,10,Durg,Rural,"2,058,958","1,026,026","1,032,932"
22,10,Durg,Urban,"1,284,121","655,495","628,626"
22,11,Raipur,Total,"4,062,160","2,048,856","2,013,304"
22,11,Raipur,Rural,"2,579,933","1,288,791","1,291,142"
22,11,Raipur,Urban,"1,482,227","760,065","722,162"
22,12,Mahasamund,Total,"1,032,275","511,475","520,800"
22,12,Mahasamund,Rural,"912,166","451,269","460,897"
22,12,Mahasamund,Urban,"120,109","60,206","59,903"
22,13,Dhamtari,Total,"799,199","397,250","401,949"
22,13,Dhamtari,Rural,"650,045","322,819","327,226"
22,13,Dhamtari,Urban,"149,154","74,431","74,723"
22,14,Uttar Bastar Kanker,Total,"748,593","372,987","375,606"
22,14,Uttar Bastar Kanker,Rural,"671,834","334,805","337,029"
22,14,Uttar Bastar Kanker,Urban,"76,759","38,182","38,577"
22,15,Bastar,Total,"1,411,644","697,359","714,285"
22,15,Bastar,Rural,"1,218,316","599,653","618,663"
22,15,Bastar,Urban,"193,328","97,706","95,622"
22,16,Narayanpur,Total,"140,206","70,189","70,017"
22,16,Narayanpur,Rural,"118,087","58,775","59,312"
22,16,Narayanpur,Urban,"22,119","11,414","10,705"
22,17,Dakshin Bastar Dantewada,Total,"532,791","263,562","269,229"
22,17,Dakshin Bastar Dantewada,Rural,"436,655","213,450","223,205"
22,17,Dakshin Bastar Dantewada,Urban,"96,136","50,112","46,024"
22,18,Bijapur,Total,"255,180","128,761","126,419"
22,18,Bijapur,Rural,"225,591","113,416","112,175"
22,18,Bijapur,Urban,"29,589","15,345","14,244"
23,0,MADHYA PRADESH,Total,"72,597,565","37,612,920","34,984,645"
23,0,MADHYA PRADESH,Rural,"52,537,899","27,142,409","25,395,490"
23,0,MADHYA PRADESH,Urban,"20,059,666","10,470,511","9,589,155"
23,1,Sheopur,Total,"687,952","361,685","326,267"
23,1,Sheopur,Rural,"580,695","305,268","275,427"
23,1,Sheopur,Urban,"107,257","56,417","50,840"
23,2,Morena,Total,"1,965,137","1,068,364","896,773"
23,2,Morena,Rural,"1,494,734","815,177","679,557"
23,2,Morena,Urban,"470,403","253,187","217,216"
23,3,Bhind,Total,"1,703,562","926,940","776,622"
23,3,Bhind,Rural,"1,270,762","694,793","575,969"
23,3,Bhind,Urban,"432,800","232,147","200,653"
23,4,Gwalior,Total,"2,030,543","1,090,647","939,896"
23,4,Gwalior,Rural,"757,803","409,778","348,025"
23,4,Gwalior,Urban,"1,272,740","680,869","591,871"
23,5,Datia,Total,"786,375","419,432","366,943"
23,5,Datia,Rural,"604,199","323,136","281,063"
23,5,Datia,Urban,"182,176","96,296","85,880"
23,6,Shivpuri,Total,"1,725,818","919,405","806,413"
23,6,Shivpuri,Rural,"1,430,199","762,988","667,211"
23,6,Shivpuri,Urban,"295,619","156,417","139,202"
23,7,Tikamgarh,Total,"1,444,920","759,891","685,029"
23,7,Tikamgarh,Rural,"1,195,160","629,148","566,012"
23,7,Tikamgarh,Urban,"249,760","130,743","119,017"
23,8,Chhatarpur,Total,"1,762,857","935,906","826,951"
23,8,Chhatarpur,Rural,"1,363,604","725,049","638,555"
23,8,Chhatarpur,Urban,"399,253","210,857","188,396"
23,9,Panna,Total,"1,016,028","532,866","483,162"
23,9,Panna,Rural,"890,707","466,931","423,776"
23,9,Panna,Urban,"125,321","65,935","59,386"
23,10,Sagar,Total,"2,378,295","1,254,251","1,124,044"
23,10,Sagar,Rural,"1,669,346","882,272","787,074"
23,10,Sagar,Urban,"708,949","371,979","336,970"
23,11,Damoh,Total,"1,263,703","660,478","603,225"
23,11,Damoh,Rural,"1,013,296","529,316","483,980"
23,11,Damoh,Urban,"250,407","131,162","119,245"
23,12,Satna,Total,"2,228,619","1,156,734","1,071,885"
23,12,Satna,Rural,"1,754,318","907,380","846,938"
23,12,Satna,Urban,"474,301","249,354","224,947"
23,13,Rewa,Total,"2,363,744","1,224,918","1,138,826"
23,13,Rewa,Rural,"1,968,257","1,017,147","951,110"
23,13,Rewa,Urban,"395,487","207,771","187,716"
23,14,Umaria,Total,"643,579","329,527","314,052"
23,14,Umaria,Rural,"533,058","271,972","261,086"
23,14,Umaria,Urban,"110,521","57,555","52,966"
23,15,Neemuch,Total,"825,958","421,640","404,318"
23,15,Neemuch,Rural,"580,728","294,487","286,241"
23,15,Neemuch,Urban,"245,230","127,153","118,077"
23,16,Mandsaur,Total,"1,339,832","681,439","658,393"
23,16,Mandsaur,Rural,"1,062,470","539,880","522,590"
23,16,Mandsaur,Urban,"277,362","141,559","135,803"
23,17,Ratlam,Total,"1,454,483","737,365","717,118"
23,17,Ratlam,Rural,"1,019,563","515,685","503,878"
23,17,Ratlam,Urban,"434,920","221,680","213,240"
23,18,Ujjain,Total,"1,986,597","1,016,432","970,165"
23,18,Ujjain,Rural,"1,207,533","616,168","591,365"
23,18,Ujjain,Urban,"779,064","400,264","378,800"
23,19,Shajapur,Total,"1,512,353","779,900","732,453"
23,19,Shajapur,Rural,"1,219,002","628,763","590,239"
23,19,Shajapur,Urban,"293,351","151,137","142,214"
23,20,Dewas,Total,"1,563,107","805,212","757,895"
23,20,Dewas,Rural,"1,111,312","571,248","540,064"
23,20,Dewas,Urban,"451,795","233,964","217,831"
23,21,Dhar,Total,"2,184,672","1,114,267","1,070,405"
23,21,Dhar,Rural,"1,771,557","896,057","875,500"
23,21,Dhar,Urban,"413,115","218,210","194,905"
23,22,Indore,Total,"3,272,335","1,700,483","1,571,852"
23,22,Indore,Rural,"848,023","436,559","411,464"
23,22,Indore,Urban,"2,424,312","1,263,924","1,160,388"
23,23,West Nimar,Total,"1,872,413","953,617","918,796"
23,23,West Nimar,Rural,"1,573,458","799,788","773,670"
23,23,West Nimar,Urban,"298,955","153,829","145,126"
23,24,Barwani,Total,"1,385,659","699,578","686,081"
23,24,Barwani,Rural,"1,181,786","595,241","586,545"
